"","単語","品詞名","文字数","出現数"
"1","when","WRB",4,1
"2","four","CD",4,1
"3","years","NNS",5,1
"4","ago","RB",3,1
"5","we","PP",2,1
"6","met","VBD",3,1
"7","to","TO",2,1
"8","inaugurate","VB",10,1
"9","a","DT",1,1
"10","president","NN",9,1
"11","the","DT",3,1
"12","republic","NN",8,1
"13","single","NN",6,1
"14","minded","VBD",6,1
"15","in","IN",2,1
"16","anxiety","NN",7,1
"17","stood","VBD",5,1
"18","in","IN",2,1
"19","spirit","NN",6,1
"20","here","RB",4,1
"21","we","PP",2,1
"22","dedicated","VBD",9,1
"23","ourselves","PP",9,1
"24","to","TO",2,1
"25","the","DT",3,1
"26","fulfillment","NN",11,1
"27","of","IN",2,1
"28","a","DT",1,1
"29","vision","NN",6,1
"30","to","TO",2,1
"31","speed","VB",5,1
"32","the","DT",3,1
"33","time","NN",4,1
"34","when","WRB",4,1
"35","there","EX",5,1
"36","would","MD",5,1
"37","be","VB",2,1
"38","for","IN",3,1
"39","all","PDT",3,1
"40","the","DT",3,1
"41","people","NNS",6,1
"42","that","IN",4,1
"43","security","NN",8,1
"44","and","CC",3,1
"45","peace","NN",5,1
"46","essential","JJ",9,1
"47","to","TO",2,1
"48","the","DT",3,1
"49","pursuit","NN",7,1
"50","of","IN",2,1
"51","happiness","NN",9,1
"52","we","PP",2,1
"53","of","IN",2,1
"54","the","DT",3,1
"55","republic","NN",8,1
"56","pledged","VBD",7,1
"57","ourselves","PP",9,1
"58","to","TO",2,1
"59","drive","VB",5,1
"60","from","IN",4,1
"61","the","DT",3,1
"62","temple","NN",6,1
"63","of","IN",2,1
"64","our","PP$",3,1
"65","ancient","JJ",7,1
"66","faith","NN",5,1
"67","those","DT",5,1
"68","who","WP",3,1
"69","had","VBD",3,1
"70","profaned","VBN",8,1
"71","it","PP",2,1
"72",";","SENT",1,1
"73","to","TO",2,2
"74","end","VB",3,2
"75","by","IN",2,2
"76","action","NN",6,2
"77","tireless","JJ",8,2
"78","and","CC",3,2
"79","unafraid","JJ",8,2
"80","the","DT",3,2
"81","stagnation","NN",10,2
"82","and","CC",3,2
"83","despair","NN",7,2
"84","of","IN",2,2
"85","that","DT",4,2
"86","day","NN",3,2
"87","we","PP",2,2
"88","did","VBD",3,2
"89","those","DT",5,2
"90","first","JJ",5,2
"91","things","NNS",6,2
"92","first","RB",5,2
"93","our","PP$",3,2
"94","covenant","NN",8,2
"95","with","IN",4,2
"96","ourselves","PP",9,2
"97","did","VBD",3,2
"98","not","RB",3,2
"99","stop","VB",4,2
"100","there","RB",5,2
"101","instinctively","RB",13,2
"102","we","PP",2,2
"103","recognized","VBD",10,2
"104","a","DT",1,2
"105","deeper","JJR",6,2
"106","need","NN",4,2
