"","単語","品詞名","文字数","出現数"
"1","senator","NN",7,1
"2","dirksen","NN",7,1
"3","mr","NN",2,1
"4","chief","JJ",5,1
"5","justice","NN",7,1
"6","mr","NN",2,1
"7","vice","JJ",4,1
"8","president","NN",9,1
"9","president","NN",9,1
"10","johnson","NN",7,1
"11","vice","JJ",4,1
"12","president","NN",9,1
"13","humphrey","NN",8,1
"14","my","PP$",2,1
"15","fellow","JJ",6,1
"16","americans","NNS",9,1
"17","and","CC",3,1
"18","my","PP$",2,1
"19","fellow","JJ",6,1
"20","citizens","NNS",8,1
"21","of","IN",2,1
"22","the","DT",3,1
"23","world","NN",5,1
"24","community","NN",9,1
"25",":","SENT",1,1
"26","i","NNS",1,2
"27","ask","VBP",3,2
"28","you","PP",3,2
"29","to","TO",2,2
"30","share","VB",5,2
"31","with","IN",4,2
"32","me","PP",2,2
"33","today","NN",5,2
"34","the","DT",3,2
"35","majesty","NN",7,2
"36","of","IN",2,2
"37","this","DT",4,2
"38","moment","NN",6,2
"39","in","IN",2,2
"40","the","DT",3,2
"41","orderly","JJ",7,2
"42","transfer","NN",8,2
"43","of","IN",2,2
"44","power","NN",5,2
"45","we","PP",2,2
"46","celebrate","VBP",9,2
"47","the","DT",3,2
"48","unity","NN",5,2
"49","that","WDT",4,2
"50","keeps","VBZ",5,2
"51","us","PP",2,2
"52","free","VB",4,2
"53","each","DT",4,2
"54","moment","NN",6,2
"55","in","IN",2,2
"56","history","NN",7,2
"57","is","VBZ",2,2
"58","a","DT",1,2
"59","fleeting","JJ",8,2
"60","time","NN",4,2
"61","precious","JJ",8,2
"62","and","CC",3,2
"63","unique","JJ",6,2
"64","but","CC",3,2
"65","some","DT",4,2
"66","stand","VBP",5,2
"67","out","RP",3,2
"68","as","IN",2,2
"69","moments","NNS",7,2
"70","of","IN",2,2
"71","beginning","VBG",9,2
"72","in","IN",2,2
"73","which","WDT",5,2
"74","courses","NNS",7,2
"75","are","VBP",3,2
"76","set","VBN",3,2
"77","that","IN",4,2
"78","shape","NN",5,2
"79","decades","NNS",7,2
"80","or","CC",2,2
"81","centuries","NNS",9,2
"82","this","DT",4,2
"83","can","MD",3,2
"84","be","VB",2,2
"85","such","PDT",4,2
"86","a","DT",1,2
"87","moment","NN",6,2
"88","forces","NNS",6,2
"89","now","RB",3,2
"90","are","VBP",3,2
"91","converging","VBG",10,2
"92","that","WDT",4,2
"93","make","VBP",4,2
"94","possible","JJ",8,2
"95","for","IN",3,2
"96","the","DT",3,2
"97","first","JJ",5,2
"98","time","NN",4,2
"99","the","DT",3,2
"100","hope","NN",4,2
"101","that","IN",4,2
"102","many","JJ",4,2
"103","of","IN",2,2
"104","man","NN",3,2
"105","deepest","JJS",7,2
"106","aspirations","NNS",11,2
"107","can","MD",3,2
"108","at","IN",2,2
"109","last","RB",4,2
"110","be","VB",2,2
"111","realized","VBN",8,2
"112","the","DT",3,2
"113","spiraling","JJ",9,2
"114","pace","NN",4,2
"115","of","IN",2,2
"116","change","NN",6,2
"117","allows","VBZ",6,2
"118","us","PP",2,2
"119","to","TO",2,2
"120","contemplate","VB",11,2
"121","within","IN",6,2
"122","our","PP$",3,2
"123","own","JJ",3,2
"124","lifetime","NN",8,2
"125","advances","NNS",8,2
"126","that","WDT",4,2
"127","once","RB",4,2
"128","would","MD",5,2
"129","have","VB",4,2
"130","taken","VBN",5,2
"131","centuries","NNS",9,2
"132","in","IN",2,2
"133","throwing","VBG",8,2
"134","wide","JJ",4,2
"135","the","DT",3,2
"136","horizons","NNS",8,2
"137","of","IN",2,2
"138","space","NN",5,2
"139","we","PP",2,2
"140","have","VBP",4,2
"141","discovered","VBN",10,2
"142","new","JJ",3,2
"143","horizons","NNS",8,2
"144","on","IN",2,2
"145","earth","NN",5,2
"146","for","IN",3,2
"147","the","DT",3,2
"148","first","JJ",5,2
"149","time","NN",4,2
"150","because","IN",7,2
"151","the","DT",3,2
"152","people","NNS",6,2
"153","of","IN",2,2
"154","the","DT",3,2
"155","world","NN",5,2
"156","want","VBP",4,2
"157","peace","NN",5,2
"158","and","CC",3,2
"159","the","DT",3,2
"160","leaders","NNS",7,2
"161","of","IN",2,2
"162","the","DT",3,2
"163","world","NN",5,2
"164","are","VBP",3,2
"165","afraid","JJ",6,2
"166","of","IN",2,2
"167","war","NN",3,2
"168","the","DT",3,2
"169","times","NNS",5,2
"170","are","VBP",3,2
