"","単語","品詞名","文字数","出現数"
"1","i","NNS",1,1
"2","am","VBP",2,1
"3","certain","JJ",7,1
"4","that","IN",4,1
"5","my","PP$",2,1
"6","fellow","JJ",6,1
"7","americans","NNS",9,1
"8","expect","VBP",6,1
"9","that","IN",4,1
"10","on","IN",2,1
"11","my","PP$",2,1
"12","induction","NN",9,1
"13","into","IN",4,1
"14","the","DT",3,1
"15","presidency","NN",10,1
"16","i","NP",1,1
"17","will","MD",4,1
"18","address","VB",7,1
"19","them","PP",4,1
"20","with","IN",4,1
"21","a","DT",1,1
"22","candor","NN",6,1
"23","and","CC",3,1
"24","a","DT",1,1
"25","decision","NN",8,1
"26","which","WDT",5,1
"27","the","DT",3,1
"28","present","JJ",7,1
"29","situation","NN",9,1
"30","of","IN",2,1
"31","our","PP$",3,1
"32","nation","NN",6,1
"33","impels","VBZ",6,1
"34","this","DT",4,1
"35","is","VBZ",2,1
"36","preeminently","RB",12,1
"37","the","DT",3,1
"38","time","NN",4,1
"39","to","TO",2,1
"40","speak","VB",5,1
"41","the","DT",3,1
"42","truth","NN",5,1
"43","the","DT",3,1
"44","whole","JJ",5,1
"45","truth","NN",5,1
"46","frankly","RB",7,1
"47","and","CC",3,1
"48","boldly","RB",6,1
"49","nor","CC",3,1
"50","need","VB",4,1
"51","we","PP",2,1
"52","shrink","VB",6,1
"53","from","IN",4,1
"54","honestly","RB",8,1
"55","facing","VBG",6,1
"56","conditions","NNS",10,1
"57","in","IN",2,1
"58","our","PP$",3,1
"59","country","NN",7,1
"60","today","NN",5,1
"61","this","DT",4,1
"62","great","JJ",5,1
"63","nation","NN",6,1
"64","will","MD",4,1
"65","endure","VB",6,1
"66","as","IN",2,1
"67","it","PP",2,1
"68","has","VBZ",3,1
"69","endured","VBN",7,1
"70","will","MD",4,1
"71","revive","VB",6,1
"72","and","CC",3,1
"73","will","MD",4,1
"74","prosper","VB",7,1
"75","so","RB",2,1
"76","first","JJ",5,1
"77","of","IN",2,1
"78","all","DT",3,1
"79","let","NN",3,1
"80","me","PP",2,1
"81","assert","VBP",6,1
