"","単語","品詞名","文字数","出現数"
"1","there","EX",5,1
"2","has","VBZ",3,1
"3","been","VBN",4,1
"4","a","DT",1,1
"5","change","NN",6,1
"6","of","IN",2,1
"7","government","NN",10,1
"8","it","PP",2,1
"9","began","VBD",5,1
"10","two","CD",3,1
"11","years","NNS",5,1
"12","ago","RB",3,1
"13","when","WRB",4,1
"14","the","DT",3,1
"15","house","NN",5,1
"16","of","IN",2,1
"17","representatives","NNS",15,1
"18","became","VBD",6,1
"19","democratic","JJ",10,1
"20","by","IN",2,1
"21","a","DT",1,1
"22","decisive","JJ",8,1
"23","majority","NN",8,1
"24","it","PP",2,1
"25","has","VBZ",3,1
"26","now","RB",3,1
"27","been","VBN",4,1
"28","completed","VBN",9,1
"29","the","DT",3,1
"30","senate","NN",6,1
"31","about","RB",5,1
"32","to","TO",2,1
"33","assemble","VB",8,1
"34","will","MD",4,1
"35","also","RB",4,1
"36","be","VB",2,1
"37","democratic","JJ",10,1
"38","the","DT",3,1
"39","offices","NNS",7,1
"40","of","IN",2,1
"41","president","NN",9,1
"42","and","CC",3,1
"43","vice","JJ",4,1
"44","president","NN",9,1
"45","have","VBP",4,1
"46","been","VBN",4,1
"47","put","VBN",3,1
"48","into","IN",4,1
"49","the","DT",3,1
"50","hands","NNS",5,1
"51","of","IN",2,1
"52","democrats","NNS",9,1
"53","what","WP",4,1
"54","does","VBZ",4,1
"55","the","DT",3,1
"56","change","NN",6,1
"57","mean","NN",4,1
"58","that","WDT",4,1
"59","is","VBZ",2,1
"60","the","DT",3,1
"61","question","NN",8,1
"62","that","WDT",4,1
"63","is","VBZ",2,1
"64","uppermost","JJ",9,1
"65","in","IN",2,1
"66","our","PP$",3,1
"67","minds","NNS",5,1
"68","to","TO",2,1
"69","day","NN",3,1
"70","that","WDT",4,1
"71","is","VBZ",2,1
"72","the","DT",3,1
"73","question","NN",8,1
"74","i","NNS",1,1
"75","am","VBP",2,1
"76","going","VBG",5,1
"77","to","TO",2,1
"78","try","VB",3,1
"79","to","TO",2,1
"80","answer","VB",6,1
"81","in","IN",2,1
"82","order","NN",5,1
"83","if","IN",2,1
"84","i","NP",1,1
"85","may","MD",3,1
"86","to","TO",2,1
"87","interpret","VB",9,1
"88","the","DT",3,1
"89","occasion","NN",8,1
"90","it","PP",2,1
"91","means","VBZ",5,1
"92","much","RB",4,1
"93","more","JJR",4,1
"94","than","IN",4,1
"95","the","DT",3,1
"96","mere","JJ",4,1
"97","success","NN",7,1
"98","of","IN",2,1
"99","a","DT",1,1
"100","party","NN",5,1
"101","the","DT",3,1
"102","success","NN",7,1
"103","of","IN",2,1
"104","a","DT",1,1
"105","party","NN",5,1
"106","means","VBZ",5,1
"107","little","RB",6,1
"108","except","VB",6,1
"109","when","WRB",4,1
"110","the","DT",3,1
"111","nation","NN",6,1
"112","is","VBZ",2,1
"113","using","VBG",5,1
"114","that","DT",4,1
"115","party","NN",5,1
"116","for","IN",3,1
"117","a","DT",1,1
"118","large","JJ",5,1
"119","and","CC",3,1
"120","definite","JJ",8,1
"121","purpose","NN",7,1
"122","no","DT",2,1
"123","one","CD",3,1
"124","can","MD",3,1
"125","mistake","VB",7,1
"126","the","DT",3,1
"127","purpose","NN",7,1
"128","for","IN",3,1
