"","単語","品詞名","文字数","出現数"
"1","vice","JJ",4,1
"2","president","NN",9,1
"3","cheney","NN",6,1
"4","mr","NN",2,1
"5","chief","JJ",5,1
"6","justice","NN",7,1
"7","president","NN",9,1
"8","carter","NN",6,1
"9","president","NN",9,1
"10","bush","JJ",4,1
"11","president","NN",9,1
"12","clinton","NN",7,1
"13","members","NNS",7,1
"14","of","IN",2,1
"15","the","DT",3,1
"16","united","VBN",6,1
"17","states","NNS",6,1
"18","congress","NN",8,1
"19","reverend","NN",8,1
"20","clergy","NN",6,1
"21","distinguished","VBD",13,1
"22","guests","NNS",6,1
"23","fellow","JJ",6,1
"24","citizens","NNS",8,1
"25",":","SENT",1,1
"26","on","IN",2,2
"27","this","DT",4,2
"28","day","NN",3,2
"29","prescribed","VBN",10,2
"30","by","IN",2,2
"31","law","NN",3,2
"32","and","CC",3,2
"33","marked","VBD",6,2
"34","by","IN",2,2
"35","ceremony","NN",8,2
"36","we","PP",2,2
"37","celebrate","VBP",9,2
"38","the","DT",3,2
"39","durable","JJ",7,2
"40","wisdom","NN",6,2
"41","of","IN",2,2
"42","our","PP$",3,2
"43","constitution","NN",12,2
"44","and","CC",3,2
"45","recall","VB",6,2
"46","the","DT",3,2
"47","deep","JJ",4,2
"48","commitments","NNS",11,2
"49","that","WDT",4,2
"50","unite","VBP",5,2
"51","our","PP$",3,2
"52","country","NN",7,2
"53","i","NNS",1,2
"54","am","VBP",2,2
"55","grateful","JJ",8,2
"56","for","IN",3,2
"57","the","DT",3,2
"58","honor","NN",5,2
"59","of","IN",2,2
"60","this","DT",4,2
"61","hour","NN",4,2
"62","mindful","JJ",7,2
"63","of","IN",2,2
"64","the","DT",3,2
"65","consequential","JJ",13,2
"66","times","NNS",5,2
"67","in","IN",2,2
"68","which","WDT",5,2
"69","we","PP",2,2
"70","live","VBP",4,2
"71","and","CC",3,2
"72","determined","VBN",10,2
"73","to","TO",2,2
"74","fulfill","VB",7,2
"75","the","DT",3,2
"76","oath","NN",4,2
"77","that","IN",4,2
"78","i","NNS",1,2
"79","have","VBP",4,2
"80","sworn","VBN",5,2
"81","and","CC",3,2
"82","you","PP",3,2
"83","have","VBP",4,2
"84","witnessed","VBN",9,2
