"","単語","品詞名","文字数","出現数"
"1","zmy","JJ",3,1
"2","friends","NNS",7,1
"3","before","IN",6,1
"4","i","NP",1,1
"5","begin","VBP",5,1
"6","the","DT",3,1
"7","expression","NN",10,1
"8","of","IN",2,1
"9","those","DT",5,1
"10","thoughts","NNS",8,1
"11","that","WDT",4,1
"12","i","NNS",1,1
"13","deem","VBP",4,1
"14","appropriate","JJ",11,1
"15","to","TO",2,1
"16","this","DT",4,1
"17","moment","NN",6,1
"18","would","MD",5,1
"19","you","PP",3,1
"20","permit","VB",6,1
"21","me","PP",2,1
"22","the","DT",3,1
"23","privilege","NN",9,1
"24","of","IN",2,1
"25","uttering","VBG",8,1
"26","a","DT",1,1
"27","little","JJ",6,1
"28","private","JJ",7,1
"29","prayer","NN",6,1
"30","of","IN",2,1
"31","my","PP$",2,1
"32","own","JJ",3,1
"33","and","CC",3,1
"34","i","NP",1,1
"35","ask","VBP",3,1
"36","that","IN",4,1
"37","you","PP",3,1
"38","bow","VBP",3,1
"39","your","PP$",4,1
"40","heads","NNS",5,1
"41",":","SENT",1,1
"42","almighty","JJ",8,2
"43","god","NN",3,2
"44","as","IN",2,2
"45","we","PP",2,2
"46","stand","VBP",5,2
"47","here","RB",4,2
"48","at","IN",2,2
"49","this","DT",4,2
"50","moment","NN",6,2
"51","my","PP$",2,2
"52","future","JJ",6,2
"53","associates","NNS",10,2
"54","in","IN",2,2
"55","the","DT",3,2
"56","executive","JJ",9,2
"57","branch","NN",6,2
"58","of","IN",2,2
"59","government","NN",10,2
"60","join","VB",4,2
"61","me","PP",2,2
"62","in","IN",2,2
"63","beseeching","VBG",10,2
"64","that","IN",4,2
"65","thou","PP",4,2
"66","will","MD",4,2
"67","make","VB",4,2
"68","full","JJ",4,2
"69","and","CC",3,2
"70","complete","VB",8,2
"71","our","PP$",3,2
"72","dedication","NN",10,2
"73","to","TO",2,2
"74","the","DT",3,2
"75","service","NN",7,2
"76","of","IN",2,2
"77","the","DT",3,2
"78","people","NNS",6,2
"79","in","IN",2,2
"80","this","DT",4,2
"81","throng","NN",6,2
"82","and","CC",3,2
"83","their","PP$",5,2
"84","fellow","JJ",6,2
"85","citizens","NNS",8,2
"86","everywhere","RB",10,2
"87","give","VBP",4,2
"88","us","PP",2,2
"89","we","PP",2,2
"90","pray","VBP",4,2
"91","the","DT",3,2
"92","power","NN",5,2
"93","to","TO",2,2
"94","discern","VB",7,2
"95","clearly","RB",7,2
"96","right","RB",5,2
"97","from","IN",4,2
"98","wrong","JJ",5,2
"99","and","CC",3,2
"100","allow","VB",5,2
"101","all","PDT",3,2
"102","our","PP$",3,2
"103","words","NNS",5,2
"104","and","CC",3,2
"105","actions","NNS",7,2
"106","to","TO",2,2
"107","be","VB",2,2
"108","governed","VBN",8,2
"109","thereby","RB",7,2
"110","and","CC",3,2
"111","by","IN",2,2
"112","the","DT",3,2
"113","laws","NNS",4,2
"114","of","IN",2,2
"115","this","DT",4,2
"116","land","NN",4,2
"117","especially","RB",10,2
"118","we","PP",2,2
"119","pray","VBP",4,2
"120","that","IN",4,2
"121","our","PP$",3,2
"122","concern","NN",7,2
"123","shall","MD",5,2
"124","be","VB",2,2
"125","for","IN",3,2
"126","all","PDT",3,2
"127","the","DT",3,2
"128","people","NNS",6,2
"129","regardless","RB",10,2
"130","of","IN",2,2
"131","station","NN",7,2
"132","race","NN",4,2
"133","or","CC",2,2
"134","calling","NN",7,2
"135","may","MD",3,2
"136","cooperation","NN",11,2
"137","be","VB",2,2
"138","permitted","VBN",9,2
"139","and","CC",3,2
"140","be","VB",2,2
"141","the","DT",3,2
"142","mutual","JJ",6,2
"143","aim","NN",3,2
"144","of","IN",2,2
"145","those","DT",5,2
"146","who","WP",3,2
"147","under","IN",5,2
"148","the","DT",3,2
"149","concepts","NNS",8,2
"150","of","IN",2,2
"151","our","PP$",3,2
"152","constitution","NN",12,2
"153","hold","VB",4,2
"154","to","TO",2,2
"155","differing","VBG",9,2
"156","political","JJ",9,2
"157","faiths","NNS",6,2
"158",";","SENT",1,2
"159","so","RB",2,3
"160","that","IN",4,3
"161","all","DT",3,3
"162","may","MD",3,3
"163","work","VB",4,3
"164","for","IN",3,3
"165","the","DT",3,3
"166","good","JJ",4,3
"167","of","IN",2,3
"168","our","PP$",3,3
"169","beloved","JJ",7,3
"170","country","NN",7,3
"171","and","CC",3,3
"172","thy","PP$",3,3
"173","glory","NN",5,3
"174","amen","NN",4,3
"175","my","PP$",2,3
"176","fellow","JJ",6,3
"177","citizens","NNS",8,3
"178",":","SENT",1,3
"179","the","DT",3,4
"180","world","NN",5,4
"181","and","CC",3,4
"182","we","PP",2,4
"183","have","VBP",4,4
"184","passed","VBN",6,4
"185","the","DT",3,4
"186","midway","JJ",6,4
"187","point","NN",5,4
"188","of","IN",2,4
"189","a","DT",1,4
"190","century","NN",7,4
"191","of","IN",2,4
"192","continuing","VBG",10,4
"193","challenge","NN",9,4
"194","we","PP",2,4
"195","sense","VBP",5,4
"196","with","IN",4,4
"197","all","PDT",3,4
"198","our","PP$",3,4
"199","faculties","NNS",9,4
"200","that","IN",4,4
"201","forces","NNS",6,4
"202","of","IN",2,4
"203","good","JJ",4,4
"204","and","CC",3,4
"205","evil","JJ",4,4
"206","are","VBP",3,4
"207","massed","VBN",6,4
"208","and","CC",3,4
"209","armed","VBN",5,4
"210","and","CC",3,4
"211","opposed","VBN",7,4
"212","as","RB",2,4
"213","rarely","RB",6,4
"214","before","IN",6,4
"215","in","IN",2,4
"216","history","NN",7,4
"217","this","DT",4,4
"218","fact","NN",4,4
"219","defines","VBZ",7,4
"220","the","DT",3,4
"221","meaning","NN",7,4
"222","of","IN",2,4
"223","this","DT",4,4
"224","day","NN",3,4
"225","we","PP",2,4
"226","are","VBP",3,4
"227","summoned","VBN",8,4
"228","by","IN",2,4
"229","this","DT",4,4
"230","honored","VBN",7,4
"231","and","CC",3,4
"232","historic","JJ",8,4
"233","ceremony","NN",8,4
"234","to","TO",2,4
"235","witness","VB",7,4
"236","more","JJR",4,4
"237","than","IN",4,4
"238","the","DT",3,4
"239","act","NN",3,4
"240","of","IN",2,4
"241","one","CD",3,4
"242","citizen","NN",7,4
"243","swearing","VBG",8,4
"244","his","PP$",3,4
"245","oath","NN",4,4
"246","of","IN",2,4
"247","service","NN",7,4
"248","in","IN",2,4
"249","the","DT",3,4
"250","presence","NN",8,4
"251","of","IN",2,4
"252","god","NN",3,4
"253","we","PP",2,4
"254","are","VBP",3,4
"255","called","VBN",6,4
"256","as","IN",2,4
"257","a","DT",1,4
"258","people","NNS",6,4
"259","to","TO",2,4
"260","give","VB",4,4
"261","testimony","NN",9,4
"262","in","IN",2,4
"263","the","DT",3,4
"264","sight","NN",5,4
"265","of","IN",2,4
"266","the","DT",3,4
"267","world","NN",5,4
"268","to","TO",2,4
"269","our","PP$",3,4
"270","faith","NN",5,4
"271","that","IN",4,4
"272","the","DT",3,4
"273","future","NN",6,4
"274","shall","MD",5,4
"275","belong","VB",6,4
"276","to","TO",2,4
"277","the","DT",3,4
"278","free","JJ",4,4
"279","since","IN",5,4
"280","this","DT",4,4
"281","century","NN",7,4
"282","beginning","VBG",9,4
"283","a","DT",1,4
"284","time","NN",4,4
"285","of","IN",2,4
"286","tempest","NN",7,4
"287","has","VBZ",3,4
"288","seemed","VBN",6,4
"289","to","TO",2,4
"290","come","VB",4,4
"291","upon","IN",4,4
"292","the","DT",3,4
"293","continents","NNS",10,4
"294","of","IN",2,4
"295","the","DT",3,4
"296","earth","NN",5,4
"297","masses","NNS",6,4
"298","of","IN",2,4
"299","asia","NNS",4,4
"300","have","VBP",4,4
"301","awakened","VBN",8,4
"302","to","TO",2,4
"303","strike","VB",6,4
"304","off","RP",3,4
"305","shackles","NNS",8,4
"306","of","IN",2,4
"307","the","DT",3,4
"308","past","JJ",4,4
"309","great","JJ",5,4
"310","nations","NNS",7,4
"311","of","IN",2,4
"312","europe","NN",6,4
"313","have","VBP",4,4
"314","fought","VBN",6,4
"315","their","PP$",5,4
"316","bloodiest","JJS",9,4
"317","wars","NNS",4,4
"318","thrones","NNS",7,4
"319","have","VBP",4,4
"320","toppled","VBN",7,4
"321","and","CC",3,4
"322","their","PP$",5,4
"323","vast","JJ",4,4
"324","empires","NNS",7,4
"325","have","VBP",4,4
"326","disappeared","VBN",11,4
"327","new","JJ",3,4
"328","nations","NNS",7,4
"329","have","VBP",4,4
"330","been","VBN",4,4
"331","born","VBN",4,4
"332","for","IN",3,4
"333","our","PP$",3,4
"334","own","JJ",3,4
"335","country","NN",7,4
"336","it","PP",2,4
"337","has","VBZ",3,4
"338","been","VBN",4,4
"339","a","DT",1,4
"340","time","NN",4,4
"341","of","IN",2,4
"342","recurring","VBG",9,4
"343","trial","NN",5,4
"344","we","PP",2,4
"345","have","VBP",4,4
"346","grown","VBN",5,4
"347","in","IN",2,4
"348","power","NN",5,4
"349","and","CC",3,4
"350","in","IN",2,4
"351","responsibility","NN",14,4
"352","we","PP",2,4
"353","have","VBP",4,4
"354","passed","VBN",6,4
"355","through","IN",7,4
"356","the","DT",3,4
"357","anxieties","NNS",9,4
"358","of","IN",2,4
"359","depression","NN",10,4
"360","and","CC",3,4
"361","of","IN",2,4
"362","war","NN",3,4
"363","to","TO",2,4
"364","a","DT",1,4
"365","summit","NN",6,4
"366","unmatched","JJ",9,4
"367","in","IN",2,4
"368","man","NN",3,4
"369","history","NN",7,4
"370","seeking","VBG",7,4
"371","to","TO",2,4
"372","secure","VB",6,4
"373","peace","NN",5,4
"374","in","IN",2,4
"375","the","DT",3,4
"376","world","NN",5,4
"377","we","PP",2,4
"378","have","VBP",4,4
"379","had","VBD",3,4
"380","to","TO",2,4
"381","fight","VB",5,4
"382","through","IN",7,4
"383","the","DT",3,4
"384","forests","NNS",7,4
"385","of","IN",2,4
"386","the","DT",3,4
"387","argonne","NN",7,4
"388","to","TO",2,4
"389","the","DT",3,4
"390","shores","NNS",6,4
"391","of","IN",2,4
"392","iwo","NN",3,4
"393","jima","NN",4,4
"394","and","CC",3,4
"395","to","TO",2,4
"396","the","DT",3,4
"397","cold","JJ",4,4
"398","mountains","NNS",9,4
"399","of","IN",2,4
"400","korea","NN",5,4
"401","in","IN",2,4
"402","the","DT",3,4
"403","swift","JJ",5,4
"404","rush","NN",4,4
"405","of","IN",2,4
"406","great","JJ",5,4
"407","events","NNS",6,4
"408","we","PP",2,4
"409","find","VBP",4,4
"410","ourselves","PP",9,4
"411","groping","VBG",7,4
"412","to","TO",2,4
"413","know","VB",4,4
"414","the","DT",3,4
"415","full","JJ",4,4
"416","sense","NN",5,4
"417","and","CC",3,4
"418","meaning","NN",7,4
"419","of","IN",2,4
"420","these","DT",5,4
"421","times","NNS",5,4
"422","in","IN",2,4
"423","which","WDT",5,4
"424","we","PP",2,4
"425","live","VBP",4,4
"426","in","IN",2,4
"427","our","PP$",3,4
"428","quest","NN",5,4
"429","of","IN",2,4
"430","understanding","VBG",13,4
"431","we","PP",2,4
"432","beseech","VB",7,4
"433","god","NN",3,4
"434","guidance","NN",8,4
"435","we","PP",2,4
"436","summon","VBP",6,4
"437","all","PDT",3,4
"438","our","PP$",3,4
"439","knowledge","NN",9,4
"440","of","IN",2,4
"441","the","DT",3,4
"442","past","JJ",4,4
"443","and","CC",3,4
"444","we","PP",2,4
"445","scan","VBP",4,4
"446","all","DT",3,4
"447","signs","NNS",5,4
"448","of","IN",2,4
"449","the","DT",3,4
"450","future","NN",6,4
"451","we","PP",2,4
