"","単語","品詞名","文字数","出現数"
"1","senator","NN",7,1
"2","hatfield","NN",8,1
"3","mr","NN",2,1
"4","chief","JJ",5,1
"5","justice","NN",7,1
"6","mr","NN",2,1
"7","president","NN",9,1
"8","vice","JJ",4,1
"9","president","NN",9,1
"10","bush","NN",4,1
"11","vice","JJ",4,1
"12","president","NN",9,1
"13","mondale","NN",7,1
"14","senator","NN",7,1
"15","baker","NN",5,1
"16","speaker","NN",7,1
"17","o","NN",1,1
"18","'","POS",1,1
"19","neill","NN",5,1
"20","reverend","JJ",8,1
"21","moomaw","NN",6,1
"22","and","CC",3,1
"23","my","PP$",2,1
"24","fellow","JJ",6,1
"25","citizens","NNS",8,1
"26",":","SENT",1,1
"27","to","TO",2,2
"28","a","DT",1,2
"29","few","JJ",3,2
"30","of","IN",2,2
"31","us","PP",2,2
"32","here","RB",4,2
"33","today","RB",5,2
"34","this","DT",4,2
"35","is","VBZ",2,2
"36","a","DT",1,2
"37","solemn","JJ",6,2
"38","and","CC",3,2
"39","most","RBS",4,2
"40","momentous","JJ",9,2
"41","occasion","NN",8,2
"42",";","SENT",1,2
"43","and","CC",3,3
"44","yet","RB",3,3
"45","in","IN",2,3
"46","the","DT",3,3
"47","history","NN",7,3
"48","of","IN",2,3
"49","our","PP$",3,3
"50","nation","NN",6,3
"51","it","PP",2,3
"52","is","VBZ",2,3
"53","a","DT",1,3
"54","commonplace","JJ",11,3
"55","occurrence","NN",10,3
"56","the","DT",3,3
"57","orderly","JJ",7,3
"58","transfer","NN",8,3
"59","of","IN",2,3
"60","authority","NN",9,3
"61","as","IN",2,3
"62","called","VBN",6,3
"63","for","IN",3,3
"64","in","IN",2,3
"65","the","DT",3,3
"66","constitution","NN",12,3
"67","routinely","RB",9,3
"68","takes","VBZ",5,3
"69","place","NN",5,3
"70","as","IN",2,3
"71","it","PP",2,3
"72","has","VBZ",3,3
"73","for","IN",3,3
"74","almost","RB",6,3
"75","two","CD",3,3
"76","centuries","NNS",9,3
"77","and","CC",3,3
"78","few","JJ",3,3
"79","of","IN",2,3
"80","us","PP",2,3
"81","stop","VBP",4,3
"82","to","TO",2,3
"83","think","VB",5,3
"84","how","WRB",3,3
"85","unique","JJ",6,3
"86","we","PP",2,3
"87","really","RB",6,3
"88","are","VBP",3,3
"89","in","IN",2,3
"90","the","DT",3,3
"91","eyes","NNS",4,3
"92","of","IN",2,3
"93","many","JJ",4,3
"94","in","IN",2,3
"95","the","DT",3,3
"96","world","NN",5,3
"97","this","DT",4,3
"98","every","DT",5,3
"99","4","CD",1,3
"100","year","NN",4,3
"101","ceremony","NN",8,3
"102","we","PP",2,3
"103","accept","VBP",6,3
"104","as","RB",2,3
"105","normal","JJ",6,3
"106","is","VBZ",2,3
"107","nothing","RB",7,3
"108","less","JJR",4,3
"109","than","IN",4,3
"110","a","DT",1,3
"111","miracle","NN",7,3
"112","mr","NN",2,3
"113","president","NN",9,3
"114","i","NNS",1,3
"115","want","VBP",4,3
"116","our","PP$",3,3
"117","fellow","JJ",6,3
"118","citizens","NNS",8,3
"119","to","TO",2,3
"120","know","VB",4,3
"121","how","WRB",3,3
"122","much","JJ",4,3
"123","you","PP",3,3
"124","did","VBD",3,3
"125","to","TO",2,3
"126","carry","VB",5,3
"127","on","IN",2,3
"128","this","DT",4,3
"129","tradition","NN",9,3
"130","by","IN",2,3
"131","your","PP$",4,3
"132","gracious","JJ",8,3
"133","cooperation","NN",11,3
"134","in","IN",2,3
"135","the","DT",3,3
"136","transition","NN",10,3
"137","process","NN",7,3
"138","you","PP",3,3
"139","have","VBP",4,3
"140","shown","VBN",5,3
"141","a","DT",1,3
"142","watching","VBG",8,3
"143","world","NN",5,3
"144","that","IN",4,3
"145","we","PP",2,3
"146","are","VBP",3,3
"147","a","DT",1,3
"148","united","VBN",6,3
"149","people","NNS",6,3
"150","pledged","VBN",7,3
"151","to","TO",2,3
"152","maintaining","VBG",11,3
"153","a","DT",1,3
"154","political","JJ",9,3
"155","system","NN",6,3
"156","which","WDT",5,3
"157","guarantees","VBZ",10,3
"158","individual","JJ",10,3
"159","liberty","NN",7,3
"160","to","TO",2,3
"161","a","DT",1,3
"162","greater","JJR",7,3
"163","degree","NN",6,3
"164","than","IN",4,3
"165","any","DT",3,3
"166","other","JJ",5,3
"167","and","CC",3,3
"168","i","NP",1,3
"169","thank","VBP",5,3
"170","you","PP",3,3
"171","and","CC",3,3
"172","your","PP$",4,3
"173","people","NNS",6,3
"174","for","IN",3,3
"175","all","PDT",3,3
"176","your","PP$",4,3
"177","help","NN",4,3
"178","in","IN",2,3
"179","maintaining","VBG",11,3
"180","the","DT",3,3
"181","continuity","NN",10,3
"182","which","WDT",5,3
"183","is","VBZ",2,3
"184","the","DT",3,3
"185","bulwark","NN",7,3
"186","of","IN",2,3
"187","our","PP$",3,3
"188","republic","NN",8,3
"189","the","DT",3,3
"190","business","NN",8,3
"191","of","IN",2,3
"192","our","PP$",3,3
"193","nation","NN",6,3
"194","goes","VBZ",4,3
"195","forward","RB",7,3
"196","these","DT",5,3
"197","united","VBN",6,3
"198","states","NNS",6,3
"199","are","VBP",3,3
"200","confronted","VBN",10,3
"201","with","IN",4,3
"202","an","DT",2,3
"203","economic","JJ",8,3
"204","affliction","NN",10,3
"205","of","IN",2,3
"206","great","JJ",5,3
"207","proportions","NNS",11,3
"208","we","PP",2,3
"209","suffer","VBP",6,3
"210","from","IN",4,3
"211","the","DT",3,3
"212","longest","JJS",7,3
"213","and","CC",3,3
"214","one","CD",3,3
"215","of","IN",2,3
"216","the","DT",3,3
"217","worst","JJS",5,3
"218","sustained","JJ",9,3
"219","inflations","NNS",10,3
"220","in","IN",2,3
"221","our","PP$",3,3
"222","national","JJ",8,3
"223","history","NN",7,3
"224","it","PP",2,3
"225","distorts","VBZ",8,3
"226","our","PP$",3,3
"227","economic","JJ",8,3
"228","decisions","NNS",9,3
"229","penalizes","VBZ",9,3
"230","thrift","NN",6,3
"231","and","CC",3,3
"232","crushes","VBZ",7,3
"233","the","DT",3,3
"234","struggling","VBG",10,3
"235","young","JJ",5,3
"236","and","CC",3,3
"237","the","DT",3,3
"238","fixed","VBN",5,3
"239","income","NN",6,3
"240","elderly","NN",7,3
"241","alike","RB",5,3
"242","it","PP",2,3
"243","threatens","VBZ",9,3
"244","to","TO",2,3
"245","shatter","VB",7,3
"246","the","DT",3,3
"247","lives","NNS",5,3
"248","of","IN",2,3
"249","millions","NNS",8,3
"250","of","IN",2,3
"251","our","PP$",3,3
"252","people","NNS",6,3
"253","idle","JJ",4,3
"254","industries","NNS",10,3
"255","have","VBP",4,3
"256","cast","VBN",4,3
"257","workers","NNS",7,3
"258","into","IN",4,3
"259","unemployment","NN",12,3
"260","causing","VBG",7,3
"261","human","JJ",5,3
"262","misery","NN",6,3
"263","and","CC",3,3
"264","personal","JJ",8,3
"265","indignity","NN",9,3
"266","those","DT",5,3
"267","who","WP",3,3
"268","do","VBP",2,3
"269","work","NN",4,3
"270","are","VBP",3,3
"271","denied","VBN",6,3
"272","a","DT",1,3
"273","fair","JJ",4,3
"274","return","NN",6,3
"275","for","IN",3,3
"276","their","PP$",5,3
"277","labor","NN",5,3
"278","by","IN",2,3
"279","a","DT",1,3
"280","tax","NN",3,3
"281","system","NN",6,3
"282","which","WDT",5,3
"283","penalizes","VBZ",9,3
"284","successful","JJ",10,3
"285","achievement","NN",11,3
"286","and","CC",3,3
"287","keeps","VBZ",5,3
"288","us","PP",2,3
"289","from","IN",4,3
"290","maintaining","VBG",11,3
"291","full","JJ",4,3
"292","productivity","NN",12,3
"293","but","CC",3,3
"294","great","JJ",5,3
"295","as","IN",2,3
"296","our","PP$",3,3
"297","tax","NN",3,3
"298","burden","NN",6,3
"299","is","VBZ",2,3
"300","it","PP",2,3
"301","has","VBZ",3,3
"302","not","RB",3,3
"303","kept","VBN",4,3
"304","pace","NN",4,3
"305","with","IN",4,3
"306","public","JJ",6,3
"307","spending","NN",8,3
"308","for","IN",3,3
"309","decades","NNS",7,3
"310","we","PP",2,3
"311","have","VBP",4,3
"312","piled","VBN",5,3
"313","deficit","NN",7,3
"314","upon","IN",4,3
"315","deficit","NN",7,3
"316","mortgaging","VBG",10,3
"317","our","PP$",3,3
"318","future","NN",6,3
"319","and","CC",3,3
"320","our","PP$",3,3
"321","children","NNS",8,3
"322","future","JJ",6,3
"323","for","IN",3,3
"324","the","DT",3,3
"325","temporary","JJ",9,3
"326","convenience","NN",11,3
"327","of","IN",2,3
"328","the","DT",3,3
"329","present","NN",7,3
"330","to","TO",2,3
"331","continue","VB",8,3
"332","this","DT",4,3
"333","long","JJ",4,3
"334","trend","NN",5,3
"335","is","VBZ",2,3
"336","to","TO",2,3
"337","guarantee","VB",9,3
"338","tremendous","JJ",10,3
"339","social","JJ",6,3
"340","cultural","JJ",8,3
"341","political","JJ",9,3
"342","and","CC",3,3
"343","economic","JJ",8,3
"344","upheavals","NNS",9,3
"345","you","PP",3,3
"346","and","CC",3,3
"347","i","NP",1,3
"348","as","IN",2,3
"349","individuals","NNS",11,3
"350","can","MD",3,3
"351","by","IN",2,3
"352","borrowing","VBG",9,3
"353","live","JJ",4,3
"354","beyond","IN",6,3
"355","our","PP$",3,3
"356","means","NNS",5,3
"357","but","CC",3,3
"358","for","IN",3,3
"359","only","RB",4,3
"360","a","DT",1,3
"361","limited","JJ",7,3
"362","period","NN",6,3
"363","of","IN",2,3
"364","time","NN",4,3
"365","why","WRB",3,3
"366","then","RB",4,3
"367","should","MD",6,3
"368","we","PP",2,3
"369","think","VB",5,3
"370","that","IN",4,3
"371","collectively","RB",12,3
"372","as","IN",2,3
"373","a","DT",1,3
"374","nation","NN",6,3
"375","we","PP",2,3
"376","are","VBP",3,3
"377","not","RB",3,3
"378","bound","VBN",5,3
"379","by","IN",2,3
"380","that","DT",4,3
"381","same","JJ",4,3
"382","limitation","NN",10,3
"383","we","PP",2,3
"384","must","MD",4,3
"385","act","VB",3,3
"386","today","NN",5,3
"387","in","IN",2,3
"388","order","NN",5,3
"389","to","TO",2,3
"390","preserve","VB",8,3
"391","tomorrow","NN",8,3
"392","and","CC",3,3
"393","let","VBD",3,3
"394","there","EX",5,3
"395","be","VB",2,3
"396","no","DT",2,3
"397","misunderstanding","NN",16,3
"398","we","PP",2,3
"399","are","VBP",3,3
"400","going","VBG",5,3
"401","to","TO",2,3
"402","begin","VB",5,3
"403","to","TO",2,3
"404","act","VB",3,3
"405","beginning","VBG",9,3
"406","today","NN",5,3
"407","the","DT",3,3
"408","economic","JJ",8,3
"409","ills","NNS",4,3
